index,creative,answer_time_90,survey_created,wave,version,survey_end_time,survey_start_time,answer_time_75,userid,answer_time_median,answer_time_min,surveyid,shortcode,survey_duration,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a3,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a4,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a5,a50,a51,a52,a6,a7,a8,a9,age,consent,default_tys,education,gender,location,occupation,religion,state,ability,motivation,vaccinated,fully_vaccinated
136,,44.86380000000005,2021-05-25 01:55:15.381+00:00,0,19,2021-06-26 19:48:14.258000+00:00,2021-06-26 19:30:50.606000+00:00,30.103500000000004,b71f63198e57775530b0588630b80fc952326707bd308388a30bdd8d2deeac2c,19.112000000000002,8.433,b43cefd2-9965-4869-8494-99a700a20833,HCP,1043.652,Moderately important,A great deal,"International Organizations like CDC, WHO",Not at all,"Yes, somewhat",No,,Government insincerity about the whole issues.,Agree,Disagree,Strongly agree,Strongly disagree,Very unlikely to take it,,Don’t know/Can’t say,Don’t know/Can’t say,Not at all safe,Not at all important,Not at all important,Not sure,8,Yes,Friends and colleagues,"Blood clots,  skin reactions and syncope.",Yes,Catching up with friends,Don’t remember,,,Yes,Catching up with friends,Public,Don’t remember,,,No,,,,,Don't have account,,Tertiary healthcare facility,,,,No,Very concerned,No,No,30-39 years,Accept,,Bachelors,Man,South West,Medical doctor,Other Christian,Ondo,False,False,False,False
330,vlab-nigeria-hw-generic-1,31.539199999999994,2021-05-25 01:55:15.381+00:00,0,19,2021-06-25 17:59:03.784000+00:00,2021-06-25 17:47:38.589000+00:00,21.269000000000002,726f3e47e13a3924317ac309df1eac44499d0e32ecb42889c770cb9c549cf288,17.773,8.336,b43cefd2-9965-4869-8494-99a700a20833,HCP,685.195,Extremely important,A moderate amount,TV,Don’t know / Can’t say,"Yes, definitely","Yes, first dose only",To protect myself and my family,,,,,,,,A bit difficult,Moderately,Very safe,Very important,Very important,Yes,4,Yes,Lagos,Not been circulate,Yes,All of the above,No,,,Yes,Both,Private,No,,,No,,,,,Don't have account,,,,,,No,Very concerned,No,No,30-39 years,Accept,,Masters,Man,South West,Pharmacist,Traditionalist,Lagos,False,True,True,False
354,vlab-nigeria-hw-generic-1,45.8781,2021-05-25 01:55:15.381+00:00,0,19,2021-06-26 15:36:21.809000+00:00,2021-06-26 15:20:20.566000+00:00,22.709500000000002,914b6663c81f8d24d2f1e8544ca6f92434f17199067b3e363ded32c9675527b3,14.894000000000002,7.7620000000000005,b43cefd2-9965-4869-8494-99a700a20833,HCP,961.243,Extremely important,A moderate amount,Nigerian Center for Disease Control (NCDC),"Yes, somewhat","Yes, somewhat","Yes, both doses",To protect myself and my family,,,,,,,,Very easy,Very much,Very safe,Very important,Very important,Yes,19years,Yes,Side effects were milder than expected,Side effects,Yes,Catching up with family and friends. General information,Yes,Don’t remember,Yes,Yes,General communication with family and friends,Public,Yes,No,No,No,,,,,No,,Tertiary healthcare facility,,,,Yes,Moderately concerned,No,Not sure,30-39 years,Accept,,Masters,Woman,South East,Pharmacist,Catholic,Imo,True,True,True,True
85,,30.783299999999993,2021-05-25 01:55:15.381+00:00,0,19,2021-05-30 03:27:55.753000+00:00,2021-05-30 03:18:14.999000+00:00,15.76425,a093d1757c62b4164026ddc306aed8ac07e7758e9f53ca7e85a54b6bb62ab22f,11.991500000000002,6.502000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,580.754,Slightly important,Not at all,Online Social Media,"Yes, definitely",Not at all,"Yes, both doses",To protect myself and my family,,,,,,,,Very difficult,Very much,Very safe,Very important,Very important,Yes,2,Yes,Yes,Yes,No,,,,,Don't have account,,Public,,,,No,,,,,No,,Community setting,,,,Yes,Not at all concerned,No,No,18-29 years,Accept,,Secondary school,Man,South West,Other public health practitioner,Other,Yes,False,True,True,True
533,vlab-nigeria-hw-generic-3,94.04399999999998,2021-05-25 01:55:15.381+00:00,0,19,2021-06-27 12:58:03.187000+00:00,2021-06-27 12:30:15.285000+00:00,43.7965,e43f55334c518894f622a2e5fa1fe7229e85ff6061ee7d26834e190e0c9680e4,23.247500000000002,6.9830000000000005,b43cefd2-9965-4869-8494-99a700a20833,HCP,1667.902,Extremely important,Not at all,Nigerian Center for Disease Control (NCDC),"Yes, definitely","Yes, definitely","Yes, both doses",To prevent COVID-19 from spreading,,,,,,,,Quite easy,Very much,Very safe,Very important,Very important,Yes,4,No,,,Yes,B,Yes,Yes,No,Yes,A,Public,Yes,Yes,Yes,Yes,B,No,,,No,,Secondary healthcare facility,,,,No,Very concerned,Not sure,No,30-39 years,Accept,,Bachelors,Man,North West,Medical doctor,Islam,Zamfara State,True,True,True,True
691,vlab-nigeria-labworker-1,39.87200000000001,2021-05-25 01:55:15.381+00:00,0,19,2021-06-26 06:02:30.172000+00:00,2021-06-26 05:45:48.391000+00:00,23.725,7e6e603a7db4d97b6d13342e8c2e2157fb069217b4d4546b0ddb0dcb76161e4f,15.383000000000001,8.227,b43cefd2-9965-4869-8494-99a700a20833,HCP,1001.781,Extremely important,A great deal,"International Organizations like CDC, WHO","Yes, somewhat","Yes, somewhat",No,,not sure about the safety,Agree,Disagree,Disagree,Strongly disagree,"I will take it, but want to wait and see",,A bit difficult,Not at all,Not at all safe,Not at all important,Not at all important,Not sure,13years,Yes,social media,clotting of blood,Yes,catching up with friends and getting information,Yes,Don’t remember,Yes,Yes,catching up with friends and getting information,Public,Yes,No,Yes,Yes,getting information and watching video,Don’t remember,,,No,,Secondary healthcare facility,,,,No,Not at all concerned,No,No,40-49 years,Accept,,Bachelors,Man,North East,Laboratory staff,Islam,Borno,False,False,False,False
183,,130.97369999999998,2021-05-25 01:55:15.381+00:00,0,19,2021-06-27 00:22:37.703000+00:00,2021-06-26 23:48:23.917000+00:00,71.0505,62c3c22380605792e746461e120c7848053b16f9aee358d4762b7d3580dbabce,21.969500000000004,9.056000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,2053.786,Moderately important,A great deal,Nigerian Center for Disease Control (NCDC),Don’t know / Can’t say,"Yes, definitely","Yes, first dose only",To protect myself and my family,,,,,,,,Quite easy,A little,A little safe,Moderately important,Moderately important,Yes,5years,Yes,On the news and my place of work,The dilemma of still wearing mask even when vaccinated is my greatest concern,Yes,Contact with friends,Don’t remember,,,Yes,Contacts,Public,No,,,Yes,Information,Yes,No,Yes,No,,Primary healthcare facility,,,,No,Moderately concerned,No,No,30-39 years,Accept,,Bachelors,Man,North Central (Middle Belt),Laboratory staff,Other Christian,Niger,True,False,True,False
120,,39.63660000000001,2021-05-25 01:55:15.381+00:00,0,19,2021-06-26 22:37:27.612000+00:00,2021-06-26 22:24:08.044000+00:00,23.2545,2fd5eb2c7e22c09970176aea66a8867b3cbbeada43624e88499042b66532367a,15.556000000000001,8.089,b43cefd2-9965-4869-8494-99a700a20833,HCP,799.568,Extremely important,A little,Online Social Media,Don’t know / Can’t say,"Yes, definitely","Yes, first dose only",To prevent COVID-19 from spreading,,,,,,,,Very easy,Very much,Very safe,Very important,Very important,No,3,Yes,"I have seen in TV, social media etc.",ncdc,Yes,Getting health  care information,No,,,No,,Private,,,,Yes,Getting health care  information,Yes,Yes,Yes,No,,,,,,No,Very concerned,No,No,18-29 years,Accept,,Diploma,Woman,North East,Other public health practitioner,Islam,Bauchi state,True,True,True,False
352,vlab-nigeria-hw-generic-1,45.54900000000001,2021-05-25 01:55:15.381+00:00,0,19,2021-06-27 09:16:36.267000+00:00,2021-06-27 08:58:37.862000+00:00,19.554000000000002,719c5a0bb374cc66f1bfa7be07199f3a1dc206e7ce93c9c55a9d663f6efc137f,14.912500000000001,6.276000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,1078.405,Extremely important,A moderate amount,"International Organizations like CDC, WHO","Yes, somewhat","Yes, somewhat","Yes, both doses",My duty to get vaccinated to protect patients,,,,,,,,Very easy,Very much,Very safe,Very important,Very important,Yes,25,Yes,"Written and word of mouth, including conspiracy theory concerning safety","Side effects eg pain, feverish felling, appetite changes. Fear of unwanted foreign countries intention to undermine Africa",Yes,"All purposes a social media is used for: messaging, video, academic and health, etc",Yes,Yes,Yes,Yes,All of the above,Public,Yes,Yes,No,Yes,Videos and News,Yes,Yes,Yes,No,,Tertiary healthcare facility,,,,No,Very concerned,Yes,Not sure,50-59 years,Accept,,PhD,Man,North Central (Middle Belt),Medical doctor,Islam,Kwara State,True,True,True,True
160,,56.79400000000001,2021-05-25 01:55:15.381+00:00,0,19,2021-05-25 08:11:47.685000+00:00,2021-05-25 07:45:53.970000+00:00,28.777,94e3612c6357b8af73799a36e615112d7387372dcdfb98747712a4c3be0505de,17.026,5.891,b43cefd2-9965-4869-8494-99a700a20833,HCP,1553.715,Not at all important,A great deal,Newspaper,"Yes, definitely","Yes, definitely","Yes, first dose only",To protect myself and my family,,,,,,,,A bit difficult,Not at all,Very safe,Very important,Very important,Yes,2,Yes,Yes I like this,Yes I heard and read,Yes,COVID-19 is a very dangerous Disease.,Yes,Yes,Yes,Yes,Yes,Private,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,No,Not at all concerned,No,No,18-29 years,Accept,,Secondary school,Man,South West,Community health worker,Other,Britannica,False,True,True,False
478,vlab-nigeria-hw-generic-3,24.106400000000004,2021-05-25 01:55:15.381+00:00,0,19,2021-06-26 11:36:46.689000+00:00,2021-06-26 11:26:30.580000+00:00,16.16175,5fa1ce736a09b7cd03c71db08f233c6d0cc9cd449792a8a7a1b70cbe36fb1e8c,12.648500000000002,7.039000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,616.109,Extremely important,A great deal,Nigerian Center for Disease Control (NCDC),"Yes, definitely","Yes, somewhat","Yes, both doses",To prevent COVID-19 from spreading,,,,,,,,Very easy,Very much,Very safe,Very important,Very important,Yes,7,No,,,Yes,Getting health care information,Yes,Yes,Yes,Yes,Getting health care information,Public,Yes,Yes,Yes,No,,,,,No,,Secondary healthcare facility,,,,No,Very concerned,No,No,30-39 years,Accept,,Bachelors,Man,North East,Medical doctor,Other Christian,Gombe,True,True,True,True
615,vlab-nigeria-hw-ppmv-1,28.439,2021-05-25 01:55:15.381+00:00,0,19,2021-06-27 19:43:55.062000+00:00,2021-06-27 19:33:16.770000+00:00,17.506,27ddebd7ab3b777251cd00d036b286269b8cb1fd4e2bc4c94e57ca88a25d3b01,12.414000000000001,6.916,b43cefd2-9965-4869-8494-99a700a20833,HCP,638.292,Extremely important,A moderate amount,NPHCDA,"Yes, definitely","Yes, definitely","Yes, first dose only",My duty to get vaccinated to protect patients,,,,,,,,Quite easy,A little,Moderately safe,Very important,Very important,Yes,8 years,Yes,Among colleagues,Dull and puffy eyes,Yes,All of the above,Yes,No,Yes,Yes,All of the above,Private,No,,,Yes,All of the above,No,,,No,,,,,,No,Very concerned,No,Not sure,40-49 years,Accept,,Secondary school,Man,North Central (Middle Belt),PPMV/chemists,Catholic,Abuja,True,True,True,False
674,vlab-nigeria-hw-ppmv-1,110.47519999999999,2021-05-25 01:55:15.381+00:00,0,19,2021-06-29 21:40:33.529000+00:00,2021-06-29 20:54:46.530000+00:00,65.06450000000001,a082d384a41ef24c12ba7c99e6f1724e3b286396b36730460f1964ccc3a8143d,34.949000000000005,10.691,b43cefd2-9965-4869-8494-99a700a20833,HCP,2746.999,Extremely important,Not at all,Newspaper,Don’t know / Can’t say,Don’t know / Can’t say,No,,"Because taking vaccine not stop people to not contact with this virus,but I'm always caution my self. Because I'm always used my face mask and distance my self with others",Strongly agree,Disagree,Disagree,Disagree,Unsure,,Don’t know/Can’t say,Don’t know/Can’t say,Don’t know/Can’t say,Don’t know/Can’t say,Don’t know/Can’t say,No,8years,Yes,Ilupeju nd victory island,Everyone that take covid vaccine complained for reaction,No,,,,,Yes,"Used to make my self happy, Even if I don't have any money, if I have data to watch WhatsApp. Am ok",Private,Yes,No,No,No,,,,,No,,,,,,No,Very concerned,No,No,30-39 years,Accept,,Secondary school,Woman,South West,Pharmacist,Islam,Lagos,False,False,False,False
301,vlab-nigeria-hw-doctor-2,90.2124,2021-05-25 01:55:15.381+00:00,0,19,2021-06-25 19:59:39.791000+00:00,2021-06-25 19:05:42.290000+00:00,27.433,f27904c247b865678faf12f3c37484c3a6ae37d09287a66304f40dba1fffa35d,17.709,8.67,b43cefd2-9965-4869-8494-99a700a20833,HCP,3237.501,Extremely important,A great deal,"International Organizations like CDC, WHO",Not at all,Not at all,No,,Lack of evidence on efficacy,Strongly agree,Neither agree nor disagree,Strongly agree,Disagree,"I will take it, but want to wait and see",,A bit difficult,Not at all,Not at all safe,A little important,A little important,Not sure,10 years,Yes,Vaccinated health workers,"Fever, malaise, sudden fall, shock and confusion",Yes,Information getting and sharing,Yes,Don’t remember,No,Yes,Information getting and sharing,Public,Don’t remember,,,Yes,Getting information,No,,,No,,Tertiary healthcare facility,,,,No,Very concerned,Yes,Yes,30-39 years,Accept,,Bachelors,Man,North Central (Middle Belt),Medical doctor,Other Christian,Plateau,False,False,False,False
317,vlab-nigeria-hw-generic-1,26.01,2021-05-25 01:55:15.381+00:00,0,19,2021-06-27 11:59:52.311000+00:00,2021-06-27 11:47:12.905000+00:00,19.36625,25475f074d0599b48da8bb3eaa1a4d649d13b5a9a48f69e8c89cd360cc4b4a5c,14.223500000000001,7.248,b43cefd2-9965-4869-8494-99a700a20833,HCP,759.406,Extremely important,A moderate amount,Online Social Media,Not at all,"Yes, definitely",No,,Not available when I got to Centre,Agree,Neither agree nor disagree,Disagree,Strongly disagree,"I will take it, but want to wait and see",,A bit difficult,Moderately,Moderately safe,Very important,Very important,Yes,6,No,,,Yes,Basically for update,Yes,Don’t remember,Yes,Yes,"Chatting, and getting information",Private,Yes,No,Yes,Yes,"Training, information and entertainment",Don’t remember,,,No,,,,,,No,Very concerned,No,No,30-39 years,Accept,,Diploma,Man,South West,Other public health practitioner,Other Christian,Ogun,False,True,False,False
275,vlab-nigeria-hw-chw-1,90.48400000000001,2021-05-25 01:55:15.381+00:00,0,19,2021-06-27 19:37:48.991000+00:00,2021-06-27 19:15:05.807000+00:00,43.531000000000006,8df52d7194a39d4e420ac126cd7abef0e8c4d1094a2420b94f5dc9a80e31a355,18.060000000000002,6.558000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,1363.184,Extremely important,A moderate amount,Nigerian Center for Disease Control (NCDC),"Yes, definitely","Yes, definitely",No,,"Am still experiencing I and my love one we are still waiting to collect, have not heard or seen any were in my area u can go and collect the vaccine",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,I will immediately take it,No,Very difficult,Very much,Very safe,Very important,Very important,Yes,"More than 15, years now",No,,,Yes,"Mostly for information about things happening around, and listening to Christian preaching",No,,,Yes,"To advertise my business, and also teach health talk about health generally",Private,No,,,No,,,,,Don't have account,,,,,,No,Very concerned,Yes,No,40-49 years,Accept,,Diploma,Woman,North East,Community health worker,Catholic,Ogun state,False,True,False,False
327,vlab-nigeria-hw-generic-1,28.971900000000012,2021-05-25 01:55:15.381+00:00,0,19,2021-06-27 13:31:44.584000+00:00,2021-06-27 13:18:26.893000+00:00,17.56575,01eb618bc135155c565e8784e499d5dd0b05d895450b26425aa0891cdebadddb,12.944,6.477,b43cefd2-9965-4869-8494-99a700a20833,HCP,797.691,Extremely important,A great deal,"International Organizations like CDC, WHO","Yes, somewhat","Yes, somewhat",No,,Have registered and will soon receive my first dose,Neither agree nor disagree,Disagree,Agree,Strongly disagree,"I will take it, but want to wait and see",,Quite easy,Moderately,Moderately safe,Very important,Moderately important,Yes,2,No,,,Yes,Catching up with friends and getting Information,Don’t remember,,,Yes,Catching up with friends,Private,No,,,Yes,Information,Yes,Yes,Yes,No,,,,,,No,Moderately concerned,No,No,18-29 years,Accept,,Bachelors,Man,North Central (Middle Belt),Pharmacist,Catholic,Abuja,True,True,False,False
594,vlab-nigeria-hw-ppmv-1,21.9112,2021-05-25 01:55:15.381+00:00,0,19,2021-06-26 19:01:49.341000+00:00,2021-06-26 18:51:29.262000+00:00,16.5565,0ff5d3b1f515877867670388378b7364cac00b00ffd129da1930a92ad24815db,12.539000000000001,5.6850000000000005,b43cefd2-9965-4869-8494-99a700a20833,HCP,620.079,Moderately important,A great deal,"International Organizations like CDC, WHO",Not at all,"Yes, somewhat",No,,Not accessible,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Disagree,I will immediately take it,Don’t know where to register,Very difficult,Don’t know/Can’t say,Very safe,Very important,Very important,Yes,3,No,,,Yes,"Generally, everything",Yes,Yes,Yes,Yes,Business,Private,No,,,No,,,,,Don't have account,,,,,,No,Very concerned,No,No,30-39 years,Accept,,Masters,Woman,South West,Other public health practitioner,Other Christian,Lagos State,False,True,False,False
310,vlab-nigeria-hw-generic-1,20.8225,2021-05-25 01:55:15.381+00:00,0,19,2021-06-25 13:06:19.197000+00:00,2021-06-25 12:55:27.280000+00:00,15.693500000000002,540418401b5cee77225e1bc3c6df7bbb2f9ba1d9b105a327137a212db9a67ccf,12.422,7.941000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,651.917,Extremely important,A moderate amount,"International Organizations like CDC, WHO","Yes, somewhat","Yes, somewhat",No,,1st dose of vaccine got finished .,Neither agree nor disagree,Strongly disagree,Disagree,Strongly disagree,I will immediately take it,Yes,Very difficult,Very much,Moderately safe,Moderately important,Moderately important,Yes,4 years,Yes,From patient's and colleagues,People dying following the vaccine,Yes,Catching up with friends,No,,,Yes,Catching up with friends,Public,Don’t remember,,,Yes,Watching videos,Don’t remember,,,No,,Tertiary healthcare facility,,,,No,Moderately concerned,No,No,30-39 years,Accept,,Bachelors,Woman,North East,Medical doctor,Other Christian,ADAMAWA,False,False,False,False
